Word,Index,Frequency
familiarity,7036,24
seasonal,7050,24
costumer,7049,24
sauce,7048,24
jealous,7047,24
acquaintance,7046,24
giver,7045,24
gang,7044,24
studio,7043,24
soak,7042,24
forgive,7041,24
teaching,7039,24
decipher,7038,24
cartoon,7000,24
orientation,7006,24
cruise,6998,24
rebel,6955,24
highspeed,6949,24
attainment,6950,24
wary,6951,24
universally,6952,24
formidable,6953,24
sweep,6954,24
unfit,6956,24
willl,6964,24
rag,6957,24
scott,6958,24
presient,6959,24
invalid,6961,24
dimension,6948,24
interface,6946,24
avert,6944,24
airborne,6943,24
spontaneous,6942,24
conclusively,6941,24
fading,6940,24
consciously,6939,24
signifies,6938,24
deliberately,6937,24
apathy,6936,24
attentiveness,6935,24
kindly,6934,24
disenfranchises,6933,24
manifold,6932,24
unorganized,6997,24
unfaithful,6963,24
atlantic,6947,24
maryland,6965,24
suv,6982,24
wet,6996,24
jfk,6966,24
upkeep,6995,24
unecessary,6993,24
uncovered,6992,24
aka,6991,24
obsession,6990,24
hood,6988,24
irritate,6987,24
commence,6986,24
arctic,6983,24
slam,6989,24
recreate,6974,24
ment,6973,24
monumental,6967,24
nevada,6970,24
infinite,6968,24
clever,6975,24
unnatural,6976,24
announcement,6977,24
deer,7170,23
builtin,7172,23
vigilant,7171,23
telescope,7182,23
ipads,7168,23
zebra,7169,23
spy,7174,23
schoolers,7167,23
confirms,7173,23
gentle,7180,23
astray,7175,23
mutually,7177,23
ace,7178,23
jealousy,7181,23
spotify,7165,23
carrier,7166,23
hype,7150,23
chest,7154,23
believable,7184,23
bu,7147,23
justifiable,7149,23
opinionated,7151,23
obscure,7152,23
crap,7155,23
petition,7156,23
crystal,7157,23
givin,7158,23
mining,7159,23
undivided,7160,23
informational,7161,23
etiquette,7162,23
mandela,7218,23
scenic,7214,23
bowl,7207,23
estate,7208,23
marie,7209,23
softball,7210,23
dignity,7211,23
developmental,7212,23
formative,7213,23
rote,7205,23
cybersecurity,7216,23
mahatma,7217,23
charitable,7219,23
spelling,7220,23
telemedicine,7221,23
rpgs,7222,23
humankind,7145,23
pink,7206,23
representives,7204,23
thermal,7186,23
pencil,7194,23
hospitality,7187,23
enrichment,7188,23
sofware,7189,23
anonymity,7190,23
inconsistent,7191,23
facil,7192,23
choir,7193,23
printer,7195,23
introvert,7196,23
shool,7198,23
seller,7199,23
ufo,7200,23
fax,7201,23
psychologically,7146,23
emulate,7080,23
enlighten,7144,23
abot,7095,23
amplify,7088,23
whereby,7089,23
impartial,7090,23
differs,7091,23
journalist,7092,23
adressed,7094,23
conveniently,7086,23
miscommunication,7097,23
lease,7098,23
uninformed,7099,23
ae,7100,23
torn,7101,23
towed,7102,23
rivera,7103,23
stir,7087,23
amid,7085,23
poisonous,7105,23
deliberation,7074,23
enhancement,7067,23
redirect,7069,23
stae,7143,23
aforementioned,7071,23
seamlessly,7072,23
stimulates,7073,23
prescribed,7075,23
prevail,7084,23
disengagement,7076,23
dismantle,7077,23
alienate,7078,23
arose,7079,23
evidently,7081,23
gradual,7082,23
stark,7083,23
pecent,7104,23
serenity,7070,23
oncoming,7127,23
thir,7128,23
checkup,7131,23
occupant,7132,23
cardio,7125,23
discouragement,7136,23
domestic,7137,23
hail,7138,23
fictional,7139,23
greedy,7141,23
nicely,7107,23
predecessor,7142,23
optional,7126,23
triumph,7140,23
uproar,7124,23
rat,7116,23
metro,7123,23
headline,7108,23
flame,7111,23
inthe,7112,23
brewing,7113,23
iit,7114,23
potato,7115,23
demise,7110,23
inflict,7117,23
negligence,7122,23
romance,7109,23
buzz,7120,23
nap,7119,23
wat,7327,22
smash,7319,22
pregnant,7314,22
em,7315,22
roadside,7316,22
lander,7317,22
alexa,7318,22
gum,7320,22
deficient,7313,22
freeze,7323,22
ou,7324,22
saids,7325,22
eats,7322,22
wool,7305,22
interruption,7312,22
hotly,7311,22
athey,7297,22
monopoly,7298,22
hamster,7299,22
ant,7300,22
rome,7301,22
grace,7303,22
beating,7304,22
traumatic,7309,22
auditory,7310,22
helpless,7329,22
chord,7348,22
develope,7332,22
childcare,7352,22
avocado,7353,22
celsius,7355,22
definitively,7356,22
clinical,7357,22
supervisor,7358,22
pakistan,7359,22
graffiti,7360,22
veggie,7361,22
cybercrime,7362,22
regime,7363,22
absorption,7364,22
streetwear,7365,22
stigma,7351,22
aluminum,7350,22
idealize,7339,22
balloon,7337,22
onboard,7338,22
jod,7341,22
humanlike,7342,22
darkness,7343,22
dentist,7345,22
graph,7346,22
grater,7295,22
dye,7326,22
furious,7293,22
tthe,7242,22
emits,7243,22
trusty,7244,22
responsibilty,7246,22
clam,7247,22
unsettle,7249,22
polling,7250,22
peanut,7251,22
dissapointed,7252,22
gloomy,7253,22
heck,7254,22
olympics,7255,22
stat,7240,22
liar,7239,22
environmentalist,7228,22
revitalize,7223,22
segment,7225,22
infrequent,7226,22
rampant,7227,22
admits,7229,22
docent,7236,22
usher,7230,22
separately,7231,22
entrench,7232,22
strives,7233,22
citizenry,7234,22
presently,7235,22
woke,7238,22
aie,7258,22
straw,7285,22
richest,7278,22
activate,7279,22
rectangle,7281,22
nelson,7282,22
assembly,7284,22
switzerland,7286,22
soothe,7287,22
neverending,7288,22
dehydration,7291,22
irritated,7277,22
exclaim,7265,22
plummet,7260,22
ion,7261,22
aggravate,7262,22
vise,7263,22
boot,7264,22
musto,7269,22
glory,7272,22
delightful,7273,22
citizenship,7274,22
mister,7471,21
wwii,7474,21
financing,7473,21
replica,7485,21
documentation,7469,21
conveyed,7484,21
unanswered,7477,21
infomation,7478,21
inspect,7481,21
vessel,7482,21
sparkle,7483,21
troubled,7467,21
whale,7468,21
unconscious,7449,21
tought,7466,21
edible,7456,21
cruelty,7487,21
kiss,7448,21
counterproductive,7450,21
liable,7454,21
reacts,7455,21
jurisdiction,7457,21
asian,7465,21
spouse,7458,21
nsc,7459,21
veteran,7460,21
sex,7461,21
documentary,7462,21
miserable,7463,21
publishing,7464,21
aerial,7486,21
memorizes,7522,21
videogames,7488,21
snorkel,7517,21
symmetry,7510,21
infringe,7511,21
homemade,7513,21
undergraduate,7515,21
phishing,7519,21
dormitory,7521,21
bomb,7446,21
apparel,7523,21
acidification,7524,21
donor,7525,21
rigor,7509,21
immigration,7507,21
meteor,7497,21
shakespeare,7490,21
peron,7491,21
elearning,7492,21
purple,7493,21
breakup,7494,21
saturate,7495,21
cheif,7496,21
korean,7498,21
composer,7506,21
slice,7499,21
earnings,7500,21
tryout,7501,21
externally,7502,21
enroll,7503,21
waterfall,7504,21
newton,7505,21
colder,7447,21
captial,7451,21
antisocial,7445,21
unappealing,7384,21
primitive,7387,21
realistically,7391,21
untouched,7392,21
inferior,7393,21
assumes,7394,21
disinterest,7395,21
officially,7397,21
accidently,7399,21
hovers,7400,21
uo,7401,21
bow,7402,21
blade,7403,21
reseach,7385,21
insert,7383,21
renovation,7382,21
scatter,7366,21
ed,7444,21
mitigation,7367,21
proportionate,7368,21
predominantly,7369,21
pragmatic,7370,21
clarification,7371,21
equate,7372,21
undertaken,7373,21
wastage,7374,21
situate,7375,21
uprise,7376,21
intergenerational,7377,21
establishes,7378,21
restoration,7379,21
entitlement,7380,21
sow,7381,21
privileged,7404,21
unthinkable,7386,21
grill,7425,21
bam,7427,21
tp,7428,21
magnitude,7430,21
leather,7431,21
undergone,7432,21
legit,7434,21
expectancy,7435,21
correlate,7436,21
williams,7437,21
stanza,7438,21
unreal,7439,21
joyous,7440,21
copyright,7443,21
anf,7442,21
imprint,7424,21
belongs,7416,21
fence,7408,21
clueless,7410,21
heath,7411,21
spew,7412,21
fatty,7417,21
decease,7419,21
depletion,7420,21
aways,7421,21
perpetrator,7422,21
breeze,7423,21
necklace,7418,21
circulation,7639,20
althought,7633,20
blah,7634,20
soar,7635,20
relly,7636,20
sphere,7638,20
pollination,7640,20
pesident,7641,20
relativity,7643,20
frome,7644,20
atention,7646,20
receiver,7630,20
aroma,7647,20
affection,7648,20
suspicion,7631,20
celestial,7622,20
uploaded,7629,20
descriptive,7628,20
blown,7612,20
disliked,7613,20
castle,7615,20
stimulus,7616,20
mild,7617,20
prohibits,7618,20
min,7619,20
strand,7620,20
cam,7621,20
overcame,7650,20
clinic,7623,20
hooked,7624,20
h,7625,20
additive,7626,20
halfway,7627,20
ore,7649,20
autumn,7689,20
immunity,7651,20
nourish,7672,20
ronaldo,7674,20
storyteller,7675,20
portfolio,7676,20
ingest,7677,20
physiological,7678,20
labour,7679,20
attire,7680,20
secondhand,7681,20
linguistic,7682,20
penicillin,7683,20
nostalgia,7684,20
afloat,7685,20
recyclable,7686,20
medicinal,7687,20
serotonin,7688,20
brewery,7690,20
internalize,7673,20
canvas,7671,20
olympic,7670,20
instruct,7653,20
humor,7654,20
hep,7655,20
hamper,7656,20
intrusion,7657,20
unhelpful,7658,20
herd,7659,20
sighting,7661,20
coincidental,7662,20
shallow,7663,20
diamond,7664,20
pie,7665,20
poem,7666,20
mural,7667,20
salon,7668,20
laundry,7669,20
byproduct,7540,20
preamble,7546,20
pricey,7548,20
banish,7550,20
beam,7551,20
scent,7552,20
bart,7553,20
thatthe,7555,20
utopia,7556,20
impatient,7559,20
themsleves,7560,20
imaginary,7562,20
blindfold,7564,20
bribe,7547,20
confuses,7545,20
campaing,7566,20
fairest,7543,20
repurposed,7526,20
tranquil,7527,20
noticeably,7528,20
forgo,7529,20
sincere,7531,20
deadlock,7532,20
remarkably,7533,20
convincingly,7534,20
hum,7535,20
metropolis,7536,20
sprout,7537,20
signify,7538,20
readiness,7539,20
disinterested,7541,20
intricacy,7542,20
shady,7565,20
verdict,7544,20
huh,7567,20
wrongdoing,7588,20
drivin,7591,20
politcal,7592,20
foi,7593,20
eveything,7594,20
numerical,7595,20
bend,7599,20
adrenaline,7600,20
politicans,7601,20
seal,7602,20
ambulance,7604,20
adversely,7605,20
wealthier,7568,20
seize,7606,20
petroleum,7597,20
crisp,7587,20
retrospect,7578,20
goodness,7569,20
gross,7570,20
countires,7571,20
trans,7577,20
hardwork,7580,20
spit,7581,20
coexist,7582,20
lawsuit,7583,20
boss,7584,20
contries,7585,20
